"","stock","species","broodyear","recruits","spawners"
"8202","South Fork Stillaguamish River","Chinook",2005,71,89
"8203","South Fork Stillaguamish River","Chinook",2006,14,242
"8204","South Fork Stillaguamish River","Chinook",2007,62,41
"8205","South Fork Stillaguamish River","Chinook",2008,349,279
"8206","South Fork Stillaguamish River","Chinook",2009,97,45
"8207","South Fork Stillaguamish River","Chinook",2010,118,31
"82112","Suiattle River","Chinook",1952,5714,292
"8212","Suiattle River","Chinook",1953,3504,510
"8213","Suiattle River","Chinook",1954,4208,423
"8214","Suiattle River","Chinook",1955,7096,546
"8215","Suiattle River","Chinook",1956,654,1211
"8216","Suiattle River","Chinook",1957,6000,915
"8217","Suiattle River","Chinook",1958,4462,454
"8218","Suiattle River","Chinook",1959,5366,1050
"8219","Suiattle River","Chinook",1960,1092,622
"8220","Suiattle River","Chinook",1961,7167,934
"82211","Suiattle River","Chinook",1962,1207,1291
"8222","Suiattle River","Chinook",1963,9369,706
"8223","Suiattle River","Chinook",1964,1304,480
"8224","Suiattle River","Chinook",1965,6883,1068
"8225","Suiattle River","Chinook",1966,837,949
"8226","Suiattle River","Chinook",1967,3850,833
"8227","Suiattle River","Chinook",1968,2137,763
"8228","Suiattle River","Chinook",1969,3009,844
"8229","Suiattle River","Chinook",1970,995,1027
"8230","Suiattle River","Chinook",1971,3324,1479
"82311","Suiattle River","Chinook",1972,2233,1807
"8232","Suiattle River","Chinook",1973,4289,584
"8233","Suiattle River","Chinook",1974,2531,357
"8234","Suiattle River","Chinook",1975,1915,331
"8235","Suiattle River","Chinook",1976,3149,464
"8236","Suiattle River","Chinook",1977,1655,410
"8237","Suiattle River","Chinook",1978,5324,536
"8238","Suiattle River","Chinook",1979,5009,410
"8239","Suiattle River","Chinook",1980,4297,825
"8240","Suiattle River","Chinook",1981,4387,655
"82412","Suiattle River","Chinook",1982,2366,478
"8242","Suiattle River","Chinook",1983,2469,359
"8243","Suiattle River","Chinook",1984,1006,351
"8244","Suiattle River","Chinook",1985,1334,721
"8245","Suiattle River","Chinook",1986,1040,806
"8246","Suiattle River","Chinook",1987,726,729
"8247","Suiattle River","Chinook",1988,393,740
"8248","Suiattle River","Chinook",1989,1101,536
"8249","Suiattle River","Chinook",1990,261,701
"8250","Suiattle River","Chinook",1991,1165,358
"82512","Suiattle River","Chinook",1992,411,202
"8252","Suiattle River","Chinook",1993,1173,296
"8253","Suiattle River","Chinook",1994,736,168
"8254","Suiattle River","Chinook",1995,305,440
"8255","Suiattle River","Chinook",1996,700,439
"8256","Suiattle River","Chinook",1997,804,430
"8257","Suiattle River","Chinook",1998,372,473
"8258","Suiattle River","Chinook",1999,423,208
"8259","Suiattle River","Chinook",2000,745,369
"8260","Suiattle River","Chinook",2001,593,702
"82611","Suiattle River","Chinook",2002,324,269
"8262","Suiattle River","Chinook",2003,207,357
"8273","Upper Sauk River","Chinook",1952,15971,1878
"8274","Upper Sauk River","Chinook",1953,11347,804
"8275","Upper Sauk River","Chinook",1954,1311,681
"8276","Upper Sauk River","Chinook",1955,8617,865
"8277","Upper Sauk River","Chinook",1956,22302,1890
"8278","Upper Sauk River","Chinook",1957,11895,2586
"8279","Upper Sauk River","Chinook",1958,14825,675
"8280","Upper Sauk River","Chinook",1959,2609,752
"82812","Upper Sauk River","Chinook",1960,6465,3425
"8282","Upper Sauk River","Chinook",1961,12975,3321
"8283","Upper Sauk River","Chinook",1962,6701,1674
"8284","Upper Sauk River","Chinook",1963,599,1296
"8285","Upper Sauk River","Chinook",1964,1885,695
"8286","Upper Sauk River","Chinook",1965,5828,2023
"8287","Upper Sauk River","Chinook",1966,6469,1387
"8288","Upper Sauk River","Chinook",1967,630,355
"8289","Upper Sauk River","Chinook",1968,4377,153
"8290","Upper Sauk River","Chinook",1969,3068,981
"82912","Upper Sauk River","Chinook",1970,1062,1108
"8292","Upper Sauk River","Chinook",1971,1531,621
"8293","Upper Sauk River","Chinook",1972,738,151
"8294","Upper Sauk River","Chinook",1973,429,1269
"8295","Upper Sauk River","Chinook",1974,2920,109
"8296","Upper Sauk River","Chinook",1975,1362,302
"8297","Upper Sauk River","Chinook",1976,4582,183
"8298","Upper Sauk River","Chinook",1977,1370,116
"8299","Upper Sauk River","Chinook",1978,2060,419
"8300","Upper Sauk River","Chinook",1979,1065,416
"83012","Upper Sauk River","Chinook",1980,631,599
"8302","Upper Sauk River","Chinook",1981,9381,397
"8303","Upper Sauk River","Chinook",1982,1448,279
"8304","Upper Sauk River","Chinook",1983,10657,227
"8305","Upper Sauk River","Chinook",1984,2970,241
"8306","Upper Sauk River","Chinook",1985,2251,1858
"8307","Upper Sauk River","Chinook",1986,1504,736
"8308","Upper Sauk River","Chinook",1987,2899,832
"8309","Upper Sauk River","Chinook",1988,1143,880
"83101","Upper Sauk River","Chinook",1989,438,687
"83113","Upper Sauk River","Chinook",1990,144,566
"8312","Upper Sauk River","Chinook",1991,458,757
"8313","Upper Sauk River","Chinook",1992,445,584
"8314","Upper Sauk River","Chinook",1993,419,330
"8315","Upper Sauk River","Chinook",1994,291,138
"8316","Upper Sauk River","Chinook",1995,132,190
"8317","Upper Sauk River","Chinook",1996,533,414
"8318","Upper Sauk River","Chinook",1997,699,307
"8319","Upper Sauk River","Chinook",1998,295,302
"8320","Upper Sauk River","Chinook",1999,490,189
"8321","Upper Sauk River","Chinook",2000,690,394
"8322","Upper Sauk River","Chinook",2001,396,543
"8323","Upper Sauk River","Chinook",2002,1105,475
"8324","Upper Sauk River","Chinook",2003,199,196
"8325","Upper Sauk River","Chinook",2004,1122,724
"8326","Upper Sauk River","Chinook",2005,771,308
"8327","Upper Sauk River","Chinook",2006,507,1135
"8328","Upper Sauk River","Chinook",2007,539,290
"8329","Upper Sauk River","Chinook",2008,2314,983
"8330","Upper Sauk River","Chinook",2009,677,373
"8331","Upper Sauk River","Chinook",2010,1587,784
"8335","Upper Skagit River","Chinook",1952,40359,8498
"8336","Upper Skagit River","Chinook",1953,39023,9929
"8337","Upper Skagit River","Chinook",1954,69850,5941
"8338","Upper Skagit River","Chinook",1955,67918,5745
"8339","Upper Skagit River","Chinook",1956,111273,5656
"8340","Upper Skagit River","Chinook",1957,25590,5582
"8341","Upper Skagit River","Chinook",1958,57739,8882
"8342","Upper Skagit River","Chinook",1959,32971,9404
"8343","Upper Skagit River","Chinook",1960,40296,14771
"8344","Upper Skagit River","Chinook",1961,59708,5560
"8345","Upper Skagit River","Chinook",1962,53832,6644
"8346","Upper Skagit River","Chinook",1963,18110,5484
"8347","Upper Skagit River","Chinook",1964,72752,5440
"8348","Upper Skagit River","Chinook",1965,18063,7829
"8349","Upper Skagit River","Chinook",1966,97435,7674
"8350","Upper Skagit River","Chinook",1967,65323,3777
"8351","Upper Skagit River","Chinook",1968,90904,7440
"8352","Upper Skagit River","Chinook",1969,61407,5762
"8353","Upper Skagit River","Chinook",1970,56615,11317
"8354","Upper Skagit River","Chinook",1971,50621,11180
"8355","Upper Skagit River","Chinook",1972,64005,13844
"8356","Upper Skagit River","Chinook",1973,64908,9970
"8357","Upper Skagit River","Chinook",1974,78835,8519
"8358","Upper Skagit River","Chinook",1975,59126,7266
"8359","Upper Skagit River","Chinook",1976,94364,6905
"8360","Upper Skagit River","Chinook",1977,14151,5904
"8361","Upper Skagit River","Chinook",1978,80428,8657
"8362","Upper Skagit River","Chinook",1979,37060,7877
"8363","Upper Skagit River","Chinook",1980,57690,12610
"8364","Upper Skagit River","Chinook",1981,99920,4287
"8365","Upper Skagit River","Chinook",1982,66653,7006
"8366","Upper Skagit River","Chinook",1983,16088,5338
"8367","Upper Skagit River","Chinook",1984,62360,9831
"8368","Upper Skagit River","Chinook",1985,25069,13914
"8369","Upper Skagit River","Chinook",1986,39592,12390
"8370","Upper Skagit River","Chinook",1987,11580,6038
"8371","Upper Skagit River","Chinook",1988,29933,8244
"8372","Upper Skagit River","Chinook",1989,18004,4834
"8373","Upper Skagit River","Chinook",1990,16787,11793
"8374","Upper Skagit River","Chinook",1991,15766,3656
"8375","Upper Skagit River","Chinook",1992,16125,5633
"8376","Upper Skagit River","Chinook",1993,18579,4748
"8377","Upper Skagit River","Chinook",1994,18480,4772
"8378","Upper Skagit River","Chinook",1995,5449,6129
"8379","Upper Skagit River","Chinook",1996,61272,8243
"8380","Upper Skagit River","Chinook",1997,18676,4247
"8381","Upper Skagit River","Chinook",1998,17160,12178
"8382","Upper Skagit River","Chinook",1999,17058,3699
"8383","Upper Skagit River","Chinook",2000,25152,13418
"8384","Upper Skagit River","Chinook",2001,18714,10192
"8385","Upper Skagit River","Chinook",2002,29716,14511
"8386","Upper Skagit River","Chinook",2003,12436,7212
"8387","Upper Skagit River","Chinook",2004,14949,21183
"8388","Upper Skagit River","Chinook",2005,25433,16698
"8389","Upper Skagit River","Chinook",2006,5755,16835
"8390","Upper Skagit River","Chinook",2007,12022,10125
"8391","Upper Skagit River","Chinook",2008,16753,8692
"8392","Upper Skagit River","Chinook",2009,26310,5437
"8393","Upper Skagit River","Chinook",2010,15370,6894
"8397","White River","Chinook",1965,450,1078
"8398","White River","Chinook",1966,1659,720
"8399","White River","Chinook",1967,204,686
"8400","White River","Chinook",1968,1277,513
"8401","White River","Chinook",1969,16,548
"8402","White River","Chinook",1970,693,653
"8403","White River","Chinook",1971,734,394
"8404","White River","Chinook",1972,882,439
"8405","White River","Chinook",1973,14,171
"8406","White River","Chinook",1974,398,443
"8407","White River","Chinook",1975,284,489
"8408","White River","Chinook",1976,14,247
"8409","White River","Chinook",1977,499,76
"84101","White River","Chinook",1978,12,141
"8411","White River","Chinook",1979,56,104
"8412","White River","Chinook",1980,12,58
"8413","White River","Chinook",1981,48,182
"8414","White River","Chinook",1982,9,21
"8415","White River","Chinook",1983,90,26
"8416","White River","Chinook",1984,344,7
"8417","White River","Chinook",1985,16,33
"8418","White River","Chinook",1986,542,11
"8419","White River","Chinook",1987,428,118
"8420","White River","Chinook",1988,234,149
"8421","White River","Chinook",1989,1193,84
"8422","White River","Chinook",1990,195,454
"8423","White River","Chinook",1991,398,257
"8424","White River","Chinook",1992,771,911
"8425","White River","Chinook",1993,871,951
"8426","White River","Chinook",1994,283,1108
"8427","White River","Chinook",1995,650,1612
"8428","White River","Chinook",1996,828,1402
"8429","White River","Chinook",1997,7544,1119
"8430","White River","Chinook",1998,408,939
"8431","White River","Chinook",1999,1563,2393
"8432","White River","Chinook",2000,2546,3021
"8433","White River","Chinook",2001,1370,4304
"8434","White River","Chinook",2002,1761,1865
"8435","White River","Chinook",2003,789,3117
"8436","White River","Chinook",2004,2044,5248
"8437","White River","Chinook",2005,387,4119
"8438","White River","Chinook",2006,484,8055
"8439","White River","Chinook",2007,499,10734
"8440","White River","Chinook",2008,1275,4869
"8441","White River","Chinook",2009,1113,2415
"8442","White River","Chinook",2010,721,2572
"8443","White River","Chinook",2011,462,7484
"8447","Clackamas River","Chinook",1974,975,549
"8448","Clackamas River","Chinook",1975,1884,442
"8449","Clackamas River","Chinook",1976,4058,528
"8450","Clackamas River","Chinook",1977,5804,531
"8451","Clackamas River","Chinook",1978,6048,508
"8452","Clackamas River","Chinook",1979,5731,722
"8453","Clackamas River","Chinook",1980,5212,2589
"8454","Clackamas River","Chinook",1981,4204,3642
"8455","Clackamas River","Chinook",1982,3975,3550
"8456","Clackamas River","Chinook",1983,4945,3170
"8457","Clackamas River","Chinook",1984,5979,3334
"8458","Clackamas River","Chinook",1985,6420,2067
"8459","Clackamas River","Chinook",1986,7441,2192
"8460","Clackamas River","Chinook",1987,8529,2785
"8461","Clackamas River","Chinook",1988,7805,3769
"8462","Clackamas River","Chinook",1989,6293,3481
"8463","Clackamas River","Chinook",1990,4816,4133
"8464","Clackamas River","Chinook",1991,3397,5592
"8465","Clackamas River","Chinook",1992,2472,4287
"8466","Clackamas River","Chinook",1993,2533,3732
"8467","Clackamas River","Chinook",1994,2626,2636
"8468","Clackamas River","Chinook",1995,2717,2000
"8469","Clackamas River","Chinook",1996,4536,1083
"8470","Clackamas River","Chinook",1997,6505,1546
"8471","Clackamas River","Chinook",1998,7225,1702
"8472","Clackamas River","Chinook",1999,9601,1049
"8473","Clackamas River","Chinook",2000,11616,2596
"8474","Clackamas River","Chinook",2001,8890,4474
"8475","Clackamas River","Chinook",2002,4921,3434
"8486","Coweeman River","Chinook",1964,153,364
"8487","Coweeman River","Chinook",1965,195,75
"8488","Coweeman River","Chinook",1966,137,108
"8489","Coweeman River","Chinook",1967,788,100
"8490","Coweeman River","Chinook",1968,1476,132
"8491","Coweeman River","Chinook",1969,775,86
"8492","Coweeman River","Chinook",1970,630,72
"8493","Coweeman River","Chinook",1971,401,933
"8494","Coweeman River","Chinook",1972,769,830
"8495","Coweeman River","Chinook",1973,741,242
"8496","Coweeman River","Chinook",1974,399,156
"8497","Coweeman River","Chinook",1975,832,296
"8498","Coweeman River","Chinook",1976,230,528
"8499","Coweeman River","Chinook",1977,222,337
"8500","Coweeman River","Chinook",1978,298,243
"8501","Coweeman River","Chinook",1979,17,344
"8502","Coweeman River","Chinook",1980,1281,180
"8503","Coweeman River","Chinook",1981,580,116
"8504","Coweeman River","Chinook",1982,887,146
"8505","Coweeman River","Chinook",1983,222,122
"8506","Coweeman River","Chinook",1984,4360,683
"8507","Coweeman River","Chinook",1985,2253,491
"8508","Coweeman River","Chinook",1986,1755,396
"8509","Coweeman River","Chinook",1987,1403,386
"85101","Coweeman River","Chinook",1988,2140,1890
"8511","Coweeman River","Chinook",1989,897,2549
"8512","Coweeman River","Chinook",1990,2314,812
"8513","Coweeman River","Chinook",1991,2821,340
"8514","Coweeman River","Chinook",1992,3972,1247
"8515","Coweeman River","Chinook",1993,2445,890
"8516","Coweeman River","Chinook",1994,615,1695
"8517","Coweeman River","Chinook",1995,417,1368
"8518","Coweeman River","Chinook",1996,706,2305
"8519","Coweeman River","Chinook",1997,1057,689
"8520","Coweeman River","Chinook",1998,1451,491
"8521","Coweeman River","Chinook",1999,2205,299
"8522","Coweeman River","Chinook",2000,2322,290
"8523","Coweeman River","Chinook",2001,1636,802
"8524","Coweeman River","Chinook",2002,1527,877
"8525","Coweeman River","Chinook",2003,519,1106
"8526","Coweeman River","Chinook",2004,469,1503
"8527","Coweeman River","Chinook",2005,1227,853
"8528","Coweeman River","Chinook",2006,974,566
"8529","Coweeman River","Chinook",2007,1267,251
"8530","Coweeman River","Chinook",2008,519,424
"8537","Elochoman River","Chinook",1964,4483,3020
"8538","Elochoman River","Chinook",1965,5904,2539
"8539","Elochoman River","Chinook",1966,3844,2984
"8540","Elochoman River","Chinook",1967,7168,3182
"8541","Elochoman River","Chinook",1968,5851,3594
"8542","Elochoman River","Chinook",1969,5909,2973
"8543","Elochoman River","Chinook",1970,6223,3186
"8544","Elochoman River","Chinook",1971,398,3277
"8545","Elochoman River","Chinook",1972,13148,2869
"8546","Elochoman River","Chinook",1973,3888,3350
"8547","Elochoman River","Chinook",1974,4745,3125
"8548","Elochoman River","Chinook",1975,11226,5448
"8549","Elochoman River","Chinook",1976,177,2383
"8550","Elochoman River","Chinook",1977,1091,3030
"8551","Elochoman River","Chinook",1978,114,5060
"8552","Elochoman River","Chinook",1979,5653,2202
"8553","Elochoman River","Chinook",1980,2622,247
"8554","Elochoman River","Chinook",1981,4586,514
"8555","Elochoman River","Chinook",1982,6426,1352
"8556","Elochoman River","Chinook",1983,4662,2627
"8557","Elochoman River","Chinook",1984,7755,2036
"8558","Elochoman River","Chinook",1985,229,5919
"8559","Elochoman River","Chinook",1986,1622,1064
"8560","Elochoman River","Chinook",1987,961,2741
"8561","Elochoman River","Chinook",1988,1255,2411
"8562","Elochoman River","Chinook",1989,693,1093
"8563","Elochoman River","Chinook",1990,386,587
"8564","Elochoman River","Chinook",1991,1699,445
"8565","Elochoman River","Chinook",1992,504,392
"8566","Elochoman River","Chinook",1993,2591,408
"8567","Elochoman River","Chinook",1994,1384,1004
"8568","Elochoman River","Chinook",1995,1191,316
"8569","Elochoman River","Chinook",1996,1686,547
"8570","Elochoman River","Chinook",1997,1511,2137
"8571","Elochoman River","Chinook",1998,8113,358
"8572","Elochoman River","Chinook",1999,13537,957
"8573","Elochoman River","Chinook",2000,15888,146
"8574","Elochoman River","Chinook",2001,6322,2806
"8575","Elochoman River","Chinook",2002,3866,7893
"8576","Elochoman River","Chinook",2003,926,7348
"8577","Elochoman River","Chinook",2004,462,6880
"8578","Elochoman River","Chinook",2005,3057,2699
"8579","Elochoman River","Chinook",2006,1862,324
"8580","Elochoman River","Chinook",2007,2460,168
"8581","Elochoman River","Chinook",2008,1158,1320
"8588","Grays and Chinook Rivers","Chinook",1964,301,100
"8589","Grays and Chinook Rivers","Chinook",1965,437,171
"8590","Grays and Chinook Rivers","Chinook",1966,336,144
"8591","Grays and Chinook Rivers","Chinook",1967,944,147
"8592","Grays and Chinook Rivers","Chinook",1968,1270,347
"8593","Grays and Chinook Rivers","Chinook",1969,864,156
